,id,year,country,co2_value,lat,long
83,159,1983,China,1.6461061999999997,35.86166,104.195396
84,159,1984,China,1.7667851000000003,35.86166,104.195396
85,159,1985,China,1.8845572,35.86166,104.195396
86,159,1986,China,1.9523761000000002,35.86166,104.195396
87,159,1987,China,2.0583806,35.86166,104.195396
88,159,1988,China,2.1739545,35.86166,104.195396
89,159,1989,China,2.1717405,35.86166,104.195396
90,159,1990,China,2.1538057,35.86166,104.195396
91,159,1991,China,2.226241,35.86166,104.195396
92,159,1992,China,2.306772,35.86166,104.195396
93,159,1993,China,2.443147,35.86166,104.195396
94,159,1994,China,2.567743,35.86166,104.195396
95,159,1995,China,2.7565772999999996,35.86166,104.195396
96,159,1996,China,2.8521018,35.86166,104.195396
97,159,1997,China,2.8358095000000003,35.86166,104.195396
98,159,1998,China,2.6951861,35.86166,104.195396
99,159,1999,China,2.829973,35.86166,104.195396
100,159,2000,China,2.8830526,35.86166,104.195396
101,159,2001,China,2.92576,35.86166,104.195396
102,159,2002,China,3.2105357999999997,35.86166,104.195396
103,159,2003,China,3.7454772000000003,35.86166,104.195396
104,159,2004,China,4.0281363,35.86166,104.195396
105,159,2005,China,4.5034957,35.86166,104.195396
106,159,2006,China,4.941642,35.86166,104.195396
107,159,2007,China,5.280773,35.86166,104.195396
108,159,2008,China,5.636007299999999,35.86166,104.195396
109,159,2009,China,5.889315,35.86166,104.195396
110,159,2010,China,6.3912683,35.86166,104.195396
111,159,2011,China,7.0212865,35.86166,104.195396
112,159,2012,China,7.1561259999999995,35.86166,104.195396
113,159,2013,China,7.235162,35.86166,104.195396
114,159,2014,China,7.218232,35.86166,104.195396
115,159,2015,China,7.079569,35.86166,104.195396
116,159,2016,China,6.965584,35.86166,104.195396
117,159,2017,China,7.0986867,35.86166,104.195396
118,159,2018,China,7.306541999999999,35.86166,104.195396
119,159,2019,China,7.554165400000001,35.86166,104.195396
120,159,2020,China,7.6889496,35.86166,104.195396
121,159,2021,China,8.045739999999999,35.86166,104.195396
122,818,1961,Egypt,0.6150352,26.820553,30.802498
123,818,1962,Egypt,0.6519604,26.820553,30.802498
124,818,1963,Egypt,0.7360631,26.820553,30.802498
125,818,1964,Egypt,0.8489540999999999,26.820553,30.802498
126,818,1965,Egypt,0.89587367,26.820553,30.802498
127,818,1966,Egypt,0.83927613,26.820553,30.802498
128,818,1967,Egypt,0.6063212,26.820553,30.802498
129,818,1968,Egypt,0.6888384,26.820553,30.802498
130,818,1969,Egypt,0.57844377,26.820553,30.802498
131,818,1970,Egypt,0.62256384,26.820553,30.802498
132,818,1971,Egypt,0.64721626,26.820553,30.802498
133,818,1972,Egypt,0.7011961999999999,26.820553,30.802498
134,818,1973,Egypt,0.64010173,26.820553,30.802498
135,818,1974,Egypt,0.68781656,26.820553,30.802498
136,818,1975,Egypt,0.8010173,26.820553,30.802498
137,818,1976,Egypt,0.86888456,26.820553,30.802498
138,818,1977,Egypt,0.9319253000000001,26.820553,30.802498
139,818,1978,Egypt,0.9443043999999999,26.820553,30.802498
140,818,1979,Egypt,1.0060295,26.820553,30.802498
141,818,1980,Egypt,1.0326290999999999,26.820553,30.802498
142,818,1981,Egypt,1.1337008,26.820553,30.802498
143,818,1982,Egypt,1.2244048,26.820553,30.802498
144,818,1983,Egypt,1.2032958,26.820553,30.802498
145,818,1984,Egypt,1.3087298,26.820553,30.802498
146,818,1985,Egypt,1.2752303999999999,26.820553,30.802498
147,818,1986,Egypt,1.4466482,26.820553,30.802498
148,818,1987,Egypt,1.41203,26.820553,30.802498
149,818,1988,Egypt,1.3685378000000001,26.820553,30.802498
150,818,1989,Egypt,1.2894014,26.820553,30.802498
151,818,1990,Egypt,1.3146554,26.820553,30.802498
152,818,1991,Egypt,1.3187935,26.820553,30.802498
153,818,1992,Egypt,1.3325723,26.820553,30.802498
154,818,1993,Egypt,1.5033344,26.820553,30.802498
155,818,1994,Egypt,1.3469483999999998,26.820553,30.802498
156,818,1995,Egypt,1.4788058000000002,26.820553,30.802498
157,818,1996,Egypt,1.4271086000000002,26.820553,30.802498
158,818,1997,Egypt,1.6048194,26.820553,30.802498
159,818,1998,Egypt,1.7746217,26.820553,30.802498
160,818,1999,Egypt,1.7808602999999998,26.820553,30.802498
161,818,2000,Egypt,1.9664708,26.820553,30.802498
162,818,2001,Egypt,1.7060598000000002,26.820553,30.802498
163,818,2002,Egypt,1.6907651000000001,26.820553,30.802498
164,818,2003,Egypt,1.9280705000000002,26.820553,30.802498
165,818,2004,Egypt,1.9238734,26.820553,30.802498
166,818,2005,Egypt,2.0871708,26.820553,30.802498
167,818,2006,Egypt,2.1830559,26.820553,30.802498
168,818,2007,Egypt,2.2611303,26.820553,30.802498
169,818,2008,Egypt,2.3229113,26.820553,30.802498
170,818,2009,Egypt,2.376224,26.820553,30.802498
171,818,2010,Egypt,2.3018444,26.820553,30.802498
172,818,2011,Egypt,2.3881896,26.820553,30.802498
173,818,2012,Egypt,2.342532,26.820553,30.802498
174,818,2013,Egypt,2.2641215,26.820553,30.802498
175,818,2014,Egypt,2.3736145,26.820553,30.802498
176,818,2015,Egypt,2.2970836,26.820553,30.802498
177,818,2016,Egypt,2.399037,26.820553,30.802498
178,818,2017,Egypt,2.5553803,26.820553,30.802498
179,818,2018,Egypt,2.3511283,26.820553,30.802498
180,818,2019,Egypt,2.4251409,26.820553,30.802498
181,818,2020,Egypt,2.194384,26.820553,30.802498
182,818,2021,Egypt,2.2846344,26.820553,30.802498
183,250,1961,France,6.841926600000001,46.227638,2.213749
184,250,1962,France,7.138631299999999,46.227638,2.213749
185,250,1963,France,7.1737537,46.227638,2.213749
186,250,1964,France,7.7427926,46.227638,2.213749
187,250,1965,France,7.5463276,46.227638,2.213749
188,250,1966,France,7.813592,46.227638,2.213749
189,250,1967,France,8.228042,46.227638,2.213749
190,250,1968,France,8.424516,46.227638,2.213749
191,250,1969,France,8.852613999999999,46.227638,2.213749
192,250,1970,France,9.113548,46.227638,2.213749
193,250,1971,France,9.680496,46.227638,2.213749
194,250,1972,France,9.997736999999999,46.227638,2.213749
195,250,1973,France,10.396502499999999,46.227638,2.213749
196,250,1974,France,9.981798,46.227638,2.213749
197,250,1975,France,9.193539999999999,46.227638,2.213749
198,250,1976,France,9.936065,46.227638,2.213749
199,250,1977,France,9.57947,46.227638,2.213749
200,250,1978,France,9.944517,46.227638,2.213749
201,250,1979,France,9.96027,46.227638,2.213749
202,250,1980,France,9.515466,46.227638,2.213749
203,250,1981,France,8.504249,46.227638,2.213749
204,250,1982,France,8.10823,46.227638,2.213749
205,250,1983,France,7.7540803,46.227638,2.213749
206,250,1984,France,7.511977000000001,46.227638,2.213749
207,250,1985,France,7.3532205,46.227638,2.213749
208,250,1986,France,7.050416,46.227638,2.213749
209,250,1987,France,6.9691220000000005,46.227638,2.213749
210,250,1988,France,6.896099,46.227638,2.213749
211,250,1989,France,7.11552,46.227638,2.213749
212,250,1990,France,6.9739889999999995,46.227638,2.213749
213,250,1991,France,7.385745,46.227638,2.213749
214,250,1992,France,7.1512375,46.227638,2.213749
215,250,1993,France,6.8020119999999995,46.227638,2.213749
216,250,1994,France,6.6732216,46.227638,2.213749
217,250,1995,France,6.726914999999999,46.227638,2.213749
218,250,1996,France,6.96548,46.227638,2.213749
219,250,1997,France,6.8110213,46.227638,2.213749
220,250,1998,France,7.1217619999999995,46.227638,2.213749
221,250,1999,France,7.063711,46.227638,2.213749
222,250,2000,France,6.9347270000000005,46.227638,2.213749
223,250,2001,France,6.974761,46.227638,2.213749
224,250,2002,France,6.8683065999999995,46.227638,2.213749
225,250,2003,France,6.9068575,46.227638,2.213749
226,250,2004,France,6.883891,46.227638,2.213749
227,250,2005,France,6.877628,46.227638,2.213749
228,250,2006,France,6.6721606,46.227638,2.213749
229,250,2007,France,6.4677076,46.227638,2.213749
230,250,2008,France,6.331354599999999,46.227638,2.213749
231,250,2009,France,5.975608,46.227638,2.213749
232,250,2010,France,6.0316763,46.227638,2.213749
233,250,2011,France,5.648760299999999,46.227638,2.213749
234,250,2012,France,5.6588645,46.227638,2.213749
235,250,2013,France,5.662309,46.227638,2.213749
236,250,2014,France,5.1441264,46.227638,2.213749
237,250,2015,France,5.196383,46.227638,2.213749
238,250,2016,France,5.226494000000001,46.227638,2.213749
239,250,2017,France,5.2609296,46.227638,2.213749
240,250,2018,France,5.017700700000001,46.227638,2.213749
241,250,2019,France,4.9128566,46.227638,2.213749
242,250,2020,France,4.342917,46.227638,2.213749
243,250,2021,France,4.7413115999999995,46.227638,2.213749
244,356,1961,India,0.26384115,20.593683,78.962883
245,356,1962,India,0.2838861,20.593683,78.962883
246,356,1963,India,0.29804197,20.593683,78.962883
247,356,1964,India,0.28521776,20.593683,78.962883
248,356,1965,India,0.30733392,20.593683,78.962883
249,356,1966,India,0.31189016,20.593683,78.962883
250,356,1967,India,0.3056704,20.593683,78.962883
251,356,1968,India,0.32632002,20.593683,78.962883
252,356,1969,India,0.32534158,20.593683,78.962883
253,356,1970,India,0.32595944,20.593683,78.962883
254,356,1971,India,0.33677918,20.593683,78.962883
255,356,1972,India,0.34835783,20.593683,78.962883
256,356,1973,India,0.35076767,20.593683,78.962883
257,356,1974,India,0.35401937,20.593683,78.962883
258,356,1975,India,0.37562186,20.593683,78.962883
259,356,1976,India,0.38395014,20.593683,78.962883
260,356,1977,India,0.39737254,20.593683,78.962883
261,356,1978,India,0.39496097,20.593683,78.962883
262,356,1979,India,0.40555686,20.593683,78.962883
263,356,1980,India,0.41862730000000004,20.593683,78.962883
264,356,1981,India,0.44182917,20.593683,78.962883
265,356,1982,India,0.44623414,20.593683,78.962883
266,356,1983,India,0.47222665,20.593683,78.962883
267,356,1984,India,0.4739311,20.593683,78.962883
268,356,1985,India,0.5095758,20.593683,78.962883
269,356,1986,India,0.5343038,20.593683,78.962883
270,356,1987,India,0.5582130999999999,20.593683,78.962883
271,356,1988,India,0.58975065,20.593683,78.962883
272,356,1989,India,0.6345581,20.593683,78.962883
273,356,1990,India,0.66401875,20.593683,78.962883
274,356,1991,India,0.692245,20.593683,78.962883
275,356,1992,India,0.7221973,20.593683,78.962883
276,356,1993,India,0.7311479000000001,20.593683,78.962883
277,356,1994,India,0.75774616,20.593683,78.962883
278,356,1995,India,0.78965646,20.593683,78.962883
279,356,1996,India,0.8392318000000001,20.593683,78.962883
280,356,1997,India,0.85693395,20.593683,78.962883
281,356,1998,India,0.8585494,20.593683,78.962883
282,356,1999,India,0.9139364,20.593683,78.962883
283,356,2000,India,0.92305845,20.593683,78.962883
284,356,2001,India,0.91914594,20.593683,78.962883
285,356,2002,India,0.9306774999999999,20.593683,78.962883
286,356,2003,India,0.9474771000000001,20.593683,78.962883
287,356,2004,India,0.9896619000000001,20.593683,78.962883
288,356,2005,India,1.0262314000000001,20.593683,78.962883
289,356,2006,India,1.0735854,20.593683,78.962883
290,356,2007,India,1.1405921,20.593683,78.962883
291,356,2008,India,1.2111346,20.593683,78.962883
292,356,2009,India,1.3169036,20.593683,78.962883
293,356,2010,India,1.3513434,20.593683,78.962883
294,356,2011,India,1.414156,20.593683,78.962883
295,356,2012,India,1.539909,20.593683,78.962883
296,356,2013,India,1.5780071000000002,20.593683,78.962883
297,356,2014,India,1.6732446,20.593683,78.962883
298,356,2015,India,1.7165496,20.593683,78.962883
299,356,2016,India,1.7807794,20.593683,78.962883
300,356,2017,India,1.7980177,20.593683,78.962883
301,356,2018,India,1.8995181,20.593683,78.962883
302,356,2019,India,1.8989491000000003,20.593683,78.962883
303,356,2020,India,1.7509557,20.593683,78.962883
304,356,2021,India,1.9250876000000001,20.593683,78.962883
305,360,1961,Indonesia,0.28630775,-0.789275,113.921326
306,360,1962,Indonesia,0.2461275,-0.789275,113.921326
307,360,1963,Indonesia,0.23720816,-0.789275,113.921326
308,360,1964,Indonesia,0.22674692,-0.789275,113.921326
309,360,1965,Indonesia,0.2438587,-0.789275,113.921326
310,360,1966,Indonesia,0.22571169,-0.789275,113.921326
311,360,1967,Indonesia,0.23094177,-0.789275,113.921326
312,360,1968,Indonesia,0.25254655,-0.789275,113.921326
313,360,1969,Indonesia,0.29748046,-0.789275,113.921326
314,360,1970,Indonesia,0.31061253,-0.789275,113.921326
315,360,1971,Indonesia,0.32916102,-0.789275,113.921326
316,360,1972,Indonesia,0.3564182,-0.789275,113.921326
317,360,1973,Indonesia,0.39370114,-0.789275,113.921326
318,360,1974,Indonesia,0.40037849999999997,-0.789275,113.921326
319,360,1975,Indonesia,0.41102976,-0.789275,113.921326
320,360,1976,Indonesia,0.45932037,-0.789275,113.921326
321,360,1977,Indonesia,0.59782016,-0.789275,113.921326
322,360,1978,Indonesia,0.66504407,-0.789275,113.921326
323,360,1979,Indonesia,0.65750897,-0.789275,113.921326
324,360,1980,Indonesia,0.6402667,-0.789275,113.921326
325,360,1981,Indonesia,0.66121346,-0.789275,113.921326
326,360,1982,Indonesia,0.68018353,-0.789275,113.921326
327,360,1983,Indonesia,0.66240597,-0.789275,113.921326
328,360,1984,Indonesia,0.6927793000000001,-0.789275,113.921326
329,360,1985,Indonesia,0.73343474,-0.789275,113.921326
330,360,1986,Indonesia,0.722298,-0.789275,113.921326
331,360,1987,Indonesia,0.71846354,-0.789275,113.921326
332,360,1988,Indonesia,0.7554084,-0.789275,113.921326
333,360,1989,Indonesia,0.7358151999999999,-0.789275,113.921326
334,360,1990,Indonesia,0.7948848000000001,-0.789275,113.921326
335,360,1991,Indonesia,0.9433742,-0.789275,113.921326
336,360,1992,Indonesia,1.0575961999999999,-0.789275,113.921326
337,360,1993,Indonesia,1.1218932,-0.789275,113.921326
338,360,1994,Indonesia,1.1199955,-0.789275,113.921326
339,360,1995,Indonesia,1.1224121999999999,-0.789275,113.921326
340,360,1996,Indonesia,1.2501339,-0.789275,113.921326
341,360,1997,Indonesia,1.3557001,-0.789275,113.921326
342,360,1998,Indonesia,1.0222263,-0.789275,113.921326
343,360,1999,Indonesia,1.138328,-0.789275,113.921326
344,360,2000,Indonesia,1.2919136999999998,-0.789275,113.921326
345,360,2001,Indonesia,1.3971627,-0.789275,113.921326
346,360,2002,Indonesia,1.4120718,-0.789275,113.921326
347,360,2003,Indonesia,1.5260951999999999,-0.789275,113.921326
348,360,2004,Indonesia,1.5242802,-0.789275,113.921326
349,360,2005,Indonesia,1.5252659,-0.789275,113.921326
350,360,2006,Indonesia,1.4957266000000002,-0.789275,113.921326
351,360,2007,Indonesia,1.6531468999999996,-0.789275,113.921326
352,360,2008,Indonesia,1.539458,-0.789275,113.921326
353,360,2009,Indonesia,1.6680022,-0.789275,113.921326
354,360,2010,Indonesia,1.8504740000000002,-0.789275,113.921326
355,360,2011,Indonesia,2.0429008,-0.789275,113.921326
356,360,2012,Indonesia,2.06198,-0.789275,113.921326
357,360,2013,Indonesia,1.9309183,-0.789275,113.921326
358,360,2014,Indonesia,1.9041111000000002,-0.789275,113.921326
359,360,2015,Indonesia,2.0809183,-0.789275,113.921326
360,360,2016,Indonesia,2.1105638,-0.789275,113.921326
361,360,2017,Indonesia,2.1446400000000003,-0.789275,113.921326
362,360,2018,Indonesia,2.260322,-0.789275,113.921326
363,360,2019,Indonesia,2.4461334,-0.789275,113.921326
364,360,2020,Indonesia,2.2430317000000004,-0.789275,113.921326
365,360,2021,Indonesia,2.2621746,-0.789275,113.921326
366,364,1961,Iran (Islamic Republic of),1.6607249,32.42791,53.688046
367,364,1962,Iran (Islamic Republic of),1.6557548,32.42791,53.688046
368,364,1963,Iran (Islamic Republic of),1.7758616000000003,32.42791,53.688046
369,364,1964,Iran (Islamic Republic of),1.9842083,32.42791,53.688046
370,364,1965,Iran (Islamic Republic of),2.1777406000000004,32.42791,53.688046
371,364,1966,Iran (Islamic Republic of),2.523883,32.42791,53.688046
372,364,1967,Iran (Islamic Republic of),2.5974839,32.42791,53.688046
373,364,1968,Iran (Islamic Republic of),3.063391,32.42791,53.688046
374,364,1969,Iran (Islamic Republic of),3.0038948,32.42791,53.688046
375,364,1970,Iran (Islamic Republic of),3.2263064,32.42791,53.688046
376,364,1971,Iran (Islamic Republic of),3.4716446000000003,32.42791,53.688046
377,364,1972,Iran (Islamic Republic of),3.520745,32.42791,53.688046
378,364,1973,Iran (Islamic Republic of),4.179062399999999,32.42791,53.688046
379,364,1974,Iran (Islamic Republic of),4.507696,32.42791,53.688046
380,364,1975,Iran (Islamic Republic of),4.2369685,32.42791,53.688046
381,364,1976,Iran (Islamic Republic of),4.623350599999999,32.42791,53.688046
382,364,1977,Iran (Islamic Republic of),4.6946205999999995,32.42791,53.688046
383,364,1978,Iran (Islamic Republic of),4.5036798,32.42791,53.688046
384,364,1979,Iran (Islamic Republic of),4.380659,32.42791,53.688046
385,364,1980,Iran (Islamic Republic of),3.1280330000000003,32.42791,53.688046
386,364,1981,Iran (Islamic Republic of),2.791657,32.42791,53.688046
387,364,1982,Iran (Islamic Republic of),3.2416673,32.42791,53.688046
388,364,1983,Iran (Islamic Republic of),3.3974955000000002,32.42791,53.688046
389,364,1984,Iran (Islamic Republic of),3.284437,32.42791,53.688046
390,364,1985,Iran (Islamic Republic of),3.382053,32.42791,53.688046
391,364,1986,Iran (Islamic Republic of),3.0176578,32.42791,53.688046
392,364,1987,Iran (Islamic Republic of),3.1372755,32.42791,53.688046
393,364,1988,Iran (Islamic Republic of),3.360899,32.42791,53.688046
394,364,1989,Iran (Islamic Republic of),3.5455072,32.42791,53.688046
395,364,1990,Iran (Islamic Republic of),3.7628623999999995,32.42791,53.688046
396,364,1991,Iran (Islamic Republic of),3.8253236000000004,32.42791,53.688046
397,364,1992,Iran (Islamic Republic of),3.8222535000000004,32.42791,53.688046
398,364,1993,Iran (Islamic Republic of),3.9428532,32.42791,53.688046
399,364,1994,Iran (Islamic Republic of),4.39805,32.42791,53.688046
400,364,1995,Iran (Islamic Republic of),4.4671902999999995,32.42791,53.688046
401,364,1996,Iran (Islamic Republic of),4.485342500000001,32.42791,53.688046
402,364,1997,Iran (Islamic Republic of),4.2740626,32.42791,53.688046
403,364,1998,Iran (Islamic Republic of),4.814003,32.42791,53.688046
404,364,1999,Iran (Islamic Republic of),5.8860474,32.42791,53.688046
405,364,2000,Iran (Islamic Republic of),5.6320558,32.42791,53.688046
406,364,2001,Iran (Islamic Republic of),5.920553,32.42791,53.688046
407,364,2002,Iran (Islamic Republic of),5.9059186,32.42791,53.688046
408,364,2003,Iran (Islamic Republic of),6.087358,32.42791,53.688046
409,364,2004,Iran (Islamic Republic of),6.4017963,32.42791,53.688046
410,364,2005,Iran (Islamic Republic of),6.599391499999999,32.42791,53.688046
411,364,2006,Iran (Islamic Republic of),7.0661244000000005,32.42791,53.688046
412,364,2007,Iran (Islamic Republic of),7.088822400000001,32.42791,53.688046
413,364,2008,Iran (Islamic Republic of),7.292085,32.42791,53.688046
414,364,2009,Iran (Islamic Republic of),7.521590700000001,32.42791,53.688046
415,364,2010,Iran (Islamic Republic of),7.559277499999999,32.42791,53.688046
416,364,2011,Iran (Islamic Republic of),7.562403,32.42791,53.688046
417,364,2012,Iran (Islamic Republic of),7.609039999999999,32.42791,53.688046
418,364,2013,Iran (Islamic Republic of),7.6212144,32.42791,53.688046
419,364,2014,Iran (Islamic Republic of),7.912206599999999,32.42791,53.688046
420,364,2015,Iran (Islamic Republic of),7.7219050000000005,32.42791,53.688046
421,364,2016,Iran (Islamic Republic of),7.608397,32.42791,53.688046
422,364,2017,Iran (Islamic Republic of),8.11077,32.42791,53.688046
423,364,2018,Iran (Islamic Republic of),8.186843,32.42791,53.688046
424,364,2019,Iran (Islamic Republic of),8.120656,32.42791,53.688046
425,364,2020,Iran (Islamic Republic of),8.362657,32.42791,53.688046
426,364,2021,Iran (Islamic Republic of),8.517396000000002,32.42791,53.688046
427,404,1961,Kenya,0.2980543,-0.023559,37.906193
428,404,1962,Kenya,0.3135051,-0.023559,37.906193
429,404,1963,Kenya,0.32802048,-0.023559,37.906193
430,404,1964,Kenya,0.31205133,-0.023559,37.906193
431,404,1965,Kenya,0.26163945,-0.023559,37.906193
432,404,1966,Kenya,0.27340529999999996,-0.023559,37.906193
433,404,1967,Kenya,0.26452459999999994,-0.023559,37.906193
434,404,1968,Kenya,0.26525822,-0.023559,37.906193
435,404,1969,Kenya,0.28320614,-0.023559,37.906193
436,404,1970,Kenya,0.26829854,-0.023559,37.906193
437,404,1971,Kenya,0.30920875,-0.023559,37.906193
438,404,1972,Kenya,0.31372017,-0.023559,37.906193
439,404,1973,Kenya,0.3066989,-0.023559,37.906193
440,404,1974,Kenya,0.37435409999999997,-0.023559,37.906193
441,404,1975,Kenya,0.36393625,-0.023559,37.906193
442,404,1976,Kenya,0.32591659999999995,-0.023559,37.906193
443,404,1977,Kenya,0.34541327,-0.023559,37.906193
444,404,1978,Kenya,0.35107055,-0.023559,37.906193
445,404,1979,Kenya,0.32084876,-0.023559,37.906193
446,404,1980,Kenya,0.38002607,-0.023559,37.906193
447,404,1981,Kenya,0.38562322,-0.023559,37.906193
448,404,1982,Kenya,0.26613393,-0.023559,37.906193
449,404,1983,Kenya,0.25427815,-0.023559,37.906193
450,404,1984,Kenya,0.22679429999999998,-0.023559,37.906193
451,404,1985,Kenya,0.19103067,-0.023559,37.906193
452,404,1986,Kenya,0.20202291,-0.023559,37.906193
453,404,1987,Kenya,0.24307607,-0.023559,37.906193
454,404,1988,Kenya,0.21686547,-0.023559,37.906193
455,404,1989,Kenya,0.22728800000000002,-0.023559,37.906193
456,404,1990,Kenya,0.24553764,-0.023559,37.906193
457,404,1991,Kenya,0.19687729999999998,-0.023559,37.906193
458,404,1992,Kenya,0.21911265,-0.023559,37.906193
459,404,1993,Kenya,0.24475114,-0.023559,37.906193
460,404,1994,Kenya,0.24573177,-0.023559,37.906193
461,404,1995,Kenya,0.27552894,-0.023559,37.906193
462,404,1996,Kenya,0.33151168,-0.023559,37.906193
463,404,1997,Kenya,0.28625897,-0.023559,37.906193
464,404,1998,Kenya,0.33963564,-0.023559,37.906193
465,404,1999,Kenya,0.334685,-0.023559,37.906193
466,404,2000,Kenya,0.33679014,-0.023559,37.906193
467,404,2001,Kenya,0.29046285,-0.023559,37.906193
468,404,2002,Kenya,0.23853804,-0.023559,37.906193
469,404,2003,Kenya,0.19507346,-0.023559,37.906193
470,404,2004,Kenya,0.21381341,-0.023559,37.906193
471,404,2005,Kenya,0.23263530000000002,-0.023559,37.906193
472,404,2006,Kenya,0.25282586,-0.023559,37.906193
473,404,2007,Kenya,0.2508273,-0.023559,37.906193
474,404,2008,Kenya,0.25291732,-0.023559,37.906193
475,404,2009,Kenya,0.29646290000000003,-0.023559,37.906193
476,404,2010,Kenya,0.28288323,-0.023559,37.906193
477,404,2011,Kenya,0.30323190000000005,-0.023559,37.906193
478,404,2012,Kenya,0.27368858,-0.023559,37.906193
479,404,2013,Kenya,0.28812242,-0.023559,37.906193
480,404,2014,Kenya,0.30287915,-0.023559,37.906193
