,id,year,country,co2_value,lat,long
481,404,2015,Kenya,0.3478116,-0.023559,37.906193
482,404,2016,Kenya,0.36310040000000005,-0.023559,37.906193
483,404,2017,Kenya,0.34768176,-0.023559,37.906193
484,404,2018,Kenya,0.36372316,-0.023559,37.906193
485,404,2019,Kenya,0.37638173,-0.023559,37.906193
486,404,2020,Kenya,0.3515545,-0.023559,37.906193
487,404,2021,Kenya,0.37496784,-0.023559,37.906193
488,643,1992,Russian Federation,13.216354,61.52401,105.318756
489,643,1993,Russian Federation,12.531723,61.52401,105.318756
490,643,1994,Russian Federation,11.065991,61.52401,105.318756
491,643,1995,Russian Federation,10.897812,61.52401,105.318756
492,643,1996,Russian Federation,10.700508000000001,61.52401,105.318756
493,643,1997,Russian Federation,10.015,61.52401,105.318756
494,643,1998,Russian Federation,9.917492,61.52401,105.318756
495,643,1999,Russian Federation,10.134327,61.52401,105.318756
496,643,2000,Russian Federation,10.066303,61.52401,105.318756
497,643,2001,Russian Federation,10.358041,61.52401,105.318756
498,643,2002,Russian Federation,10.340811,61.52401,105.318756
499,643,2003,Russian Federation,10.59212,61.52401,105.318756
500,643,2004,Russian Federation,10.680394,61.52401,105.318756
501,643,2005,Russian Federation,10.842018,61.52401,105.318756
502,643,2006,Russian Federation,11.289669,61.52401,105.318756
503,643,2007,Russian Federation,11.309478,61.52401,105.318756
504,643,2008,Russian Federation,11.5103,61.52401,105.318756
505,643,2009,Russian Federation,10.752071,61.52401,105.318756
506,643,2010,Russian Federation,11.352681,61.52401,105.318756
507,643,2011,Russian Federation,11.713346000000001,61.52401,105.318756
508,643,2012,Russian Federation,11.798259,61.52401,105.318756
509,643,2013,Russian Federation,11.341706,61.52401,105.318756
510,643,2014,Russian Federation,11.3086,61.52401,105.318756
511,643,2015,Russian Federation,11.265164,61.52401,105.318756
512,643,2016,Russian Federation,11.196788,61.52401,105.318756
513,643,2017,Russian Federation,11.372466000000001,61.52401,105.318756
514,643,2018,Russian Federation,11.674742,61.52401,105.318756
515,643,2019,Russian Federation,11.612027000000001,61.52401,105.318756
516,643,2020,Russian Federation,11.154039,61.52401,105.318756
517,643,2021,Russian Federation,12.09865,61.52401,105.318756
518,840,1961,United States of America,16.11992,37.09024,-95.712891
519,840,1962,United States of America,16.457442999999998,37.09024,-95.712891
520,840,1963,United States of America,16.931978,37.09024,-95.712891
521,840,1964,United States of America,17.430367999999998,37.09024,-95.712891
522,840,1965,United States of America,17.920338,37.09024,-95.712891
523,840,1966,United States of America,18.617542,37.09024,-95.712891
524,840,1967,United States of America,19.121760000000002,37.09024,-95.712891
525,840,1968,United States of America,19.622215,37.09024,-95.712891
526,840,1969,United States of America,20.39401,37.09024,-95.712891
527,840,1970,United States of America,21.662867000000002,37.09024,-95.712891
528,840,1971,United States of America,21.514513,37.09024,-95.712891
529,840,1972,United States of America,22.28148,37.09024,-95.712891
530,840,1973,United States of America,23.08108,37.09024,-95.712891
531,840,1974,United States of America,22.0809,37.09024,-95.712891
532,840,1975,United States of America,21.19624,37.09024,-95.712891
533,840,1976,United States of America,22.261742,37.09024,-95.712891
534,840,1977,United States of America,22.696184,37.09024,-95.712891
535,840,1978,United States of America,22.679129999999997,37.09024,-95.712891
536,840,1979,United States of America,22.718443,37.09024,-95.712891
537,840,1980,United States of America,21.549343,37.09024,-95.712891
538,840,1981,United States of America,20.767942,37.09024,-95.712891
539,840,1982,United States of America,19.505385999999998,37.09024,-95.712891
540,840,1983,United States of America,19.22555,37.09024,-95.712891
541,840,1984,United States of America,20.029282000000002,37.09024,-95.712891
542,840,1985,United States of America,19.785904000000002,37.09024,-95.712891
543,840,1986,United States of America,19.634184,37.09024,-95.712891
544,840,1987,United States of America,20.119186,37.09024,-95.712891
545,840,1988,United States of America,20.844942,37.09024,-95.712891
546,840,1989,United States of America,20.951412,37.09024,-95.712891
547,840,1990,United States of America,20.648254,37.09024,-95.712891
548,840,1991,United States of America,20.134295,37.09024,-95.712891
549,840,1992,United States of America,20.281036,37.09024,-95.712891
550,840,1993,United States of America,20.381666,37.09024,-95.712891
551,840,1994,United States of America,20.457945000000002,37.09024,-95.712891
552,840,1995,United States of America,20.43133,37.09024,-95.712891
553,840,1996,United States of America,20.880138,37.09024,-95.712891
554,840,1997,United States of America,20.895595999999998,37.09024,-95.712891
555,840,1998,United States of America,20.799135,37.09024,-95.712891
556,840,1999,United States of America,20.812017,37.09024,-95.712891
557,840,2000,United States of America,21.304466,37.09024,-95.712891
558,840,2001,United States of America,20.709629999999997,37.09024,-95.712891
559,840,2002,United States of America,20.643988,37.09024,-95.712891
560,840,2003,United States of America,20.665067999999998,37.09024,-95.712891
561,840,2004,United States of America,20.813087,37.09024,-95.712891
562,840,2005,United States of America,20.676287,37.09024,-95.712891
563,840,2006,United States of America,20.207176,37.09024,-95.712891
564,840,2007,United States of America,20.265635999999997,37.09024,-95.712891
565,840,2008,United States of America,19.362011,37.09024,-95.712891
566,840,2009,United States of America,17.772331,37.09024,-95.712891
567,840,2010,United States of America,18.257407999999998,37.09024,-95.712891
568,840,2011,United States of America,17.671368,37.09024,-95.712891
569,840,2012,United States of America,16.881199,37.09024,-95.712891
570,840,2013,United States of America,17.161404,37.09024,-95.712891
571,840,2014,United States of America,17.168596,37.09024,-95.712891
572,840,2015,United States of America,16.563307000000002,37.09024,-95.712891
573,840,2016,United States of America,16.050102,37.09024,-95.712891
574,840,2017,United States of America,15.800776,37.09024,-95.712891
575,840,2018,United States of America,16.187923,37.09024,-95.712891
576,840,2019,United States of America,15.730885,37.09024,-95.712891
577,840,2020,United States of America,14.037217000000002,37.09024,-95.712891
578,840,2021,United States of America,14.858668,37.09024,-95.712891
